"","seed","Group","chem","beta_grlasso","mean","se","number_nonzero"
"87",5,"mPFD","1,2,3,4,6,7,8-hxcdf",0.00826759345319918,0.00822580870517488,0.000149502519370788,100
"88",5,"Non-Ortho PCBs","PCB 126",0.0119886716629534,0.0119720728355396,2.48776838849193e-05,100
"89",5,"Non-Ortho PCBs","PCB 169",0.00846491252106052,0.00847330828458077,4.89476066124562e-05,100
"90",5,"Non-Dioxin-like PCBs","PCB 194",-0.000353427978635889,-0.000315429532814393,1.88627552046062e-05,78
"91",6,"Non-Dioxin-like PCBs","PCB 74",0.000152805931244973,0.000181262172081234,1.30532765487184e-05,78
"92",6,"Non-Dioxin-like PCBs","PCB 99",0.00100883671985397,0.00107928128646878,7.23523731326087e-05,78
"93",6,"mPFD","PCB 118",0.00476041056170525,0.0046415597899494,6.55826534929737e-05,100
"94",6,"Non-Dioxin-like PCBs","PCB 138",-0.00343660945626002,-0.00374168484864306,0.000253852135683863,78
"95",6,"Non-Dioxin-like PCBs","PCB 153",0.0080475089415052,0.00890153338642284,0.000610580118202365,78
"96",6,"Non-Dioxin-like PCBs","PCB 170",0.00277125327705906,0.00303441586840586,0.00020668522545227,78
"97",6,"Non-Dioxin-like PCBs","PCB 180",-0.00633318506543568,-0.00707348179008405,0.000488504606554016,78
"98",6,"Non-Dioxin-like PCBs","PCB 187",-0.00077538214183204,-0.000917533377483401,6.59315886681054e-05,78
"99",6,"mPFD","1,2,3,6,7,8-hxcdd",-0.00528330746148828,-0.00525040054209483,9.20177675697431e-05,100
"100",6,"mPFD","1,2,3,4,6,7,8-hpcdd",0.00304227986513147,0.00303660696260474,6.32132075376679e-05,100
"101",6,"mPFD","1,2,3,4,6,7,8,9-ocdd",-0.00997584225808041,-0.00994166257707232,0.000192940146059443,100
"102",6,"mPFD","2,3,4,7,8-pncdf",0.0135713589159413,0.0135229931658582,0.000259385431478736,100
"103",6,"mPFD","1,2,3,4,7,8-hxcdf",0.00405766331437628,0.00408789296657312,8.98083006429469e-05,100
"104",6,"mPFD","1,2,3,6,7,8-hxcdf",-0.00708201443845581,-0.00705401224384174,0.000134115568554311,100
"105",6,"mPFD","1,2,3,4,6,7,8-hxcdf",0.00826759345319918,0.00822580870517488,0.000149502519370788,100
"106",6,"Non-Ortho PCBs","PCB 126",0.0119886716629534,0.0119720728355396,2.48776838849193e-05,100
"107",6,"Non-Ortho PCBs","PCB 169",0.00846491252106052,0.00847330828458077,4.89476066124562e-05,100
"108",6,"Non-Dioxin-like PCBs","PCB 194",-0.000353427978635889,-0.000315429532814393,1.88627552046062e-05,78
"109",7,"Non-Dioxin-like PCBs","PCB 74",0.000427289007682883,0.000181262172081234,1.30532765487184e-05,78
"110",7,"Non-Dioxin-like PCBs","PCB 99",0.0022444058934294,0.00107928128646878,7.23523731326087e-05,78
"111",7,"mPFD","PCB 118",0.00529124486130478,0.0046415597899494,6.55826534929737e-05,100
"112",7,"Non-Dioxin-like PCBs","PCB 138",-0.00793442355976871,-0.00374168484864306,0.000253852135683863,78
"113",7,"Non-Dioxin-like PCBs","PCB 153",0.0192631344146794,0.00890153338642284,0.000610580118202365,78
"114",7,"Non-Dioxin-like PCBs","PCB 170",0.00648444271620053,0.00303441586840586,0.00020668522545227,78
"115",7,"Non-Dioxin-like PCBs","PCB 180",-0.0155080397751182,-0.00707348179008405,0.000488504606554016,78
"116",7,"Non-Dioxin-like PCBs","PCB 187",-0.00214930299392952,-0.000917533377483401,6.59315886681054e-05,78
"117",7,"mPFD","1,2,3,6,7,8-hxcdd",-0.00651206935836722,-0.00525040054209483,9.20177675697431e-05,100
"118",7,"mPFD","1,2,3,4,6,7,8-hpcdd",0.00394408353583394,0.00303660696260474,6.32132075376679e-05,100
"119",7,"mPFD","1,2,3,4,6,7,8,9-ocdd",-0.0126753789477859,-0.00994166257707232,0.000192940146059443,100
"120",7,"mPFD","2,3,4,7,8-pncdf",0.0171870473789801,0.0135229931658582,0.000259385431478736,100
"121",7,"mPFD","1,2,3,4,7,8-hxcdf",0.00546629306896596,0.00408789296657312,8.98083006429469e-05,100
"122",7,"mPFD","1,2,3,6,7,8-hxcdf",-0.00894172016926772,-0.00705401224384174,0.000134115568554311,100
"123",7,"mPFD","1,2,3,4,6,7,8-hxcdf",0.0103034197258537,0.00822580870517488,0.000149502519370788,100
"124",7,"Non-Ortho PCBs","PCB 126",0.0122878665419465,0.0119720728355396,2.48776838849193e-05,100
"125",7,"Non-Ortho PCBs","PCB 169",0.00921820585106711,0.00847330828458077,4.89476066124562e-05,100
"126",7,"Non-Dioxin-like PCBs","PCB 194",-0.000482106567566872,-0.000315429532814393,1.88627552046062e-05,78
"127",8,"Non-Dioxin-like PCBs","PCB 74",0.000243115528072606,0.000181262172081234,1.30532765487184e-05,78
"128",8,"Non-Dioxin-like PCBs","PCB 99",0.00147645217598562,0.00107928128646878,7.23523731326087e-05,78
"129",8,"mPFD","PCB 118",0.00498773506385709,0.0046415597899494,6.55826534929737e-05,100
"130",8,"Non-Dioxin-like PCBs","PCB 138",-0.00510847004724714,-0.00374168484864306,0.000253852135683863,78
"131",8,"Non-Dioxin-like PCBs","PCB 153",0.0121158576788589,0.00890153338642284,0.000610580118202365,78
"132",8,"Non-Dioxin-like PCBs","PCB 170",0.00413774461810692,0.00303441586840586,0.00020668522545227,78
"133",8,"Non-Dioxin-like PCBs","PCB 180",-0.00960636342237447,-0.00707348179008405,0.000488504606554016,78
"134",8,"Non-Dioxin-like PCBs","PCB 187",-0.00123295990830094,-0.000917533377483401,6.59315886681054e-05,78
"135",8,"mPFD","1,2,3,6,7,8-hxcdd",-0.0057323512612502,-0.00525040054209483,9.20177675697431e-05,100
"136",8,"mPFD","1,2,3,4,6,7,8-hpcdd",0.00336729807024919,0.00303660696260474,6.32132075376679e-05,100
"137",8,"mPFD","1,2,3,4,6,7,8,9-ocdd",-0.0109482867754322,-0.00994166257707232,0.000192940146059443,100
"138",8,"mPFD","2,3,4,7,8-pncdf",0.0148801272143956,0.0135229931658582,0.000259385431478736,100
"139",8,"mPFD","1,2,3,4,7,8-hxcdf",0.00454948909673213,0.00408789296657312,8.98083006429469e-05,100
"140",8,"mPFD","1,2,3,6,7,8-hxcdf",-0.00775574687337813,-0.00705401224384174,0.000134115568554311,100
"141",8,"mPFD","1,2,3,4,6,7,8-hxcdf",0.00900916018300432,0.00822580870517488,0.000149502519370788,100
"142",8,"Non-Ortho PCBs","PCB 126",0.0120880223950179,0.0119720728355396,2.48776838849193e-05,100
"143",8,"Non-Ortho PCBs","PCB 169",0.00870972701576318,0.00847330828458077,4.89476066124562e-05,100
"144",8,"Non-Dioxin-like PCBs","PCB 194",-0.000447905990403308,-0.000315429532814393,1.88627552046062e-05,78
"145",9,"Non-Dioxin-like PCBs","PCB 74",0.00033488198690576,0.000181262172081234,1.30532765487184e-05,78
"146",9,"Non-Dioxin-like PCBs","PCB 99",0.00188491755332414,0.00107928128646878,7.23523731326087e-05,78
"147",9,"mPFD","PCB 118",0.00516148434778079,0.0046415597899494,6.55826534929737e-05,100
"148",9,"Non-Dioxin-like PCBs","PCB 138",-0.00660221958850535,-0.00374168484864306,0.000253852135683863,78
"149",9,"Non-Dioxin-like PCBs","PCB 153",0.0158481440470826,0.00890153338642284,0.000610580118202365,78
"150",9,"Non-Dioxin-like PCBs","PCB 170",0.00537155348885401,0.00303441586840586,0.00020668522545227,78
"151",9,"Non-Dioxin-like PCBs","PCB 180",-0.0126611484838591,-0.00707348179008405,0.000488504606554016,78
"152",9,"Non-Dioxin-like PCBs","PCB 187",-0.00169322460237307,-0.000917533377483401,6.59315886681054e-05,78
"153",9,"mPFD","1,2,3,6,7,8-hxcdd",-0.0061404117796678,-0.00525040054209483,9.20177675697431e-05,100
"154",9,"mPFD","1,2,3,4,6,7,8-hpcdd",0.0036677560308256,0.00303660696260474,6.32132075376679e-05,100
"155",9,"mPFD","1,2,3,4,6,7,8,9-ocdd",-0.0118464507093906,-0.00994166257707232,0.000192940146059443,100
"156",9,"mPFD","2,3,4,7,8-pncdf",0.0160830566061233,0.0135229931658582,0.000259385431478736,100
"157",9,"mPFD","1,2,3,4,7,8-hxcdf",0.00501944169631928,0.00408789296657312,8.98083006429469e-05,100
"158",9,"mPFD","1,2,3,6,7,8-hxcdf",-0.00837431917732955,-0.00705401224384174,0.000134115568554311,100
"159",9,"mPFD","1,2,3,4,6,7,8-hxcdf",0.00968576211936477,0.00822580870517488,0.000149502519370788,100
"160",9,"Non-Ortho PCBs","PCB 126",0.0121881110660752,0.0119720728355396,2.48776838849193e-05,100
"161",9,"Non-Ortho PCBs","PCB 169",0.00896080969191382,0.00847330828458077,4.89476066124562e-05,100
"162",9,"Non-Dioxin-like PCBs","PCB 194",-0.000486229910879615,-0.000315429532814393,1.88627552046062e-05,78
"163",10,"Non-Dioxin-like PCBs","PCB 74",0.000152805931244973,0.000181262172081234,1.30532765487184e-05,78
"164",10,"Non-Dioxin-like PCBs","PCB 99",0.00100883671985397,0.00107928128646878,7.23523731326087e-05,78
"165",10,"mPFD","PCB 118",0.00476041056170525,0.0046415597899494,6.55826534929737e-05,100
"166",10,"Non-Dioxin-like PCBs","PCB 138",-0.00343660945626002,-0.00374168484864306,0.000253852135683863,78
"167",10,"Non-Dioxin-like PCBs","PCB 153",0.0080475089415052,0.00890153338642284,0.000610580118202365,78
"168",10,"Non-Dioxin-like PCBs","PCB 170",0.00277125327705906,0.00303441586840586,0.00020668522545227,78
"169",10,"Non-Dioxin-like PCBs","PCB 180",-0.00633318506543568,-0.00707348179008405,0.000488504606554016,78
"170",10,"Non-Dioxin-like PCBs","PCB 187",-0.00077538214183204,-0.000917533377483401,6.59315886681054e-05,78
"171",10,"mPFD","1,2,3,6,7,8-hxcdd",-0.00528330746148828,-0.00525040054209483,9.20177675697431e-05,100
"172",10,"mPFD","1,2,3,4,6,7,8-hpcdd",0.00304227986513147,0.00303660696260474,6.32132075376679e-05,100
"173",10,"mPFD","1,2,3,4,6,7,8,9-ocdd",-0.00997584225808041,-0.00994166257707232,0.000192940146059443,100
"174",10,"mPFD","2,3,4,7,8-pncdf",0.0135713589159413,0.0135229931658582,0.000259385431478736,100
"175",10,"mPFD","1,2,3,4,7,8-hxcdf",0.00405766331437628,0.00408789296657312,8.98083006429469e-05,100
"176",10,"mPFD","1,2,3,6,7,8-hxcdf",-0.00708201443845581,-0.00705401224384174,0.000134115568554311,100
"177",10,"mPFD","1,2,3,4,6,7,8-hxcdf",0.00826759345319918,0.00822580870517488,0.000149502519370788,100
"178",10,"Non-Ortho PCBs","PCB 126",0.0119886716629534,0.0119720728355396,2.48776838849193e-05,100
"179",10,"Non-Ortho PCBs","PCB 169",0.00846491252106052,0.00847330828458077,4.89476066124562e-05,100
"180",10,"Non-Dioxin-like PCBs","PCB 194",-0.000353427978635889,-0.000315429532814393,1.88627552046062e-05,78
"181",11,"Non-Dioxin-like PCBs","PCB 74",0.000152805931244973,0.000181262172081234,1.30532765487184e-05,78
"182",11,"Non-Dioxin-like PCBs","PCB 99",0.00100883671985397,0.00107928128646878,7.23523731326087e-05,78
"183",11,"mPFD","PCB 118",0.00476041056170525,0.0046415597899494,6.55826534929737e-05,100
"184",11,"Non-Dioxin-like PCBs","PCB 138",-0.00343660945626002,-0.00374168484864306,0.000253852135683863,78
"185",11,"Non-Dioxin-like PCBs","PCB 153",0.0080475089415052,0.00890153338642284,0.000610580118202365,78
"186",11,"Non-Dioxin-like PCBs","PCB 170",0.00277125327705906,0.00303441586840586,0.00020668522545227,78
"187",11,"Non-Dioxin-like PCBs","PCB 180",-0.00633318506543568,-0.00707348179008405,0.000488504606554016,78
"188",11,"Non-Dioxin-like PCBs","PCB 187",-0.00077538214183204,-0.000917533377483401,6.59315886681054e-05,78
"189",11,"mPFD","1,2,3,6,7,8-hxcdd",-0.00528330746148828,-0.00525040054209483,9.20177675697431e-05,100
"190",11,"mPFD","1,2,3,4,6,7,8-hpcdd",0.00304227986513147,0.00303660696260474,6.32132075376679e-05,100
"191",11,"mPFD","1,2,3,4,6,7,8,9-ocdd",-0.00997584225808041,-0.00994166257707232,0.000192940146059443,100
"192",11,"mPFD","2,3,4,7,8-pncdf",0.0135713589159413,0.0135229931658582,0.000259385431478736,100
"193",11,"mPFD","1,2,3,4,7,8-hxcdf",0.00405766331437628,0.00408789296657312,8.98083006429469e-05,100
"194",11,"mPFD","1,2,3,6,7,8-hxcdf",-0.00708201443845581,-0.00705401224384174,0.000134115568554311,100
"195",11,"mPFD","1,2,3,4,6,7,8-hxcdf",0.00826759345319918,0.00822580870517488,0.000149502519370788,100
"196",11,"Non-Ortho PCBs","PCB 126",0.0119886716629534,0.0119720728355396,2.48776838849193e-05,100
"197",11,"Non-Ortho PCBs","PCB 169",0.00846491252106052,0.00847330828458077,4.89476066124562e-05,100
"198",11,"Non-Dioxin-like PCBs","PCB 194",-0.000353427978635889,-0.000315429532814393,1.88627552046062e-05,78
"199",12,"Non-Dioxin-like PCBs","PCB 74",0,0.000181262172081234,1.30532765487184e-05,78
"200",12,"Non-Dioxin-like PCBs","PCB 99",0,0.00107928128646878,7.23523731326087e-05,78
"201",12,"mPFD","PCB 118",0.00403088058251331,0.0046415597899494,6.55826534929737e-05,100
"202",12,"Non-Dioxin-like PCBs","PCB 138",0,-0.00374168484864306,0.000253852135683863,78
"203",12,"Non-Dioxin-like PCBs","PCB 153",0,0.00890153338642284,0.000610580118202365,78
"204",12,"Non-Dioxin-like PCBs","PCB 170",0,0.00303441586840586,0.00020668522545227,78
"205",12,"Non-Dioxin-like PCBs","PCB 180",0,-0.00707348179008405,0.000488504606554016,78
"206",12,"Non-Dioxin-like PCBs","PCB 187",0,-0.000917533377483401,6.59315886681054e-05,78
"207",12,"mPFD","1,2,3,6,7,8-hxcdd",-0.0042239282570063,-0.00525040054209483,9.20177675697431e-05,100
"208",12,"mPFD","1,2,3,4,6,7,8-hpcdd",0.00230701124935486,0.00303660696260474,6.32132075376679e-05,100
"209",12,"mPFD","1,2,3,4,6,7,8,9-ocdd",-0.00774868321964636,-0.00994166257707232,0.000192940146059443,100
"210",12,"mPFD","2,3,4,7,8-pncdf",0.0105674862053554,0.0135229931658582,0.000259385431478736,100
"211",12,"mPFD","1,2,3,4,7,8-hxcdf",0.00302155106711031,0.00408789296657312,8.98083006429469e-05,100
"212",12,"mPFD","1,2,3,6,7,8-hxcdf",-0.00553011554054051,-0.00705401224384174,0.000134115568554311,100
"213",12,"mPFD","1,2,3,4,6,7,8-hxcdf",0.00653974705004237,0.00822580870517488,0.000149502519370788,100
"214",12,"Non-Ortho PCBs","PCB 126",0.0117617588492593,0.0119720728355396,2.48776838849193e-05,100
"215",12,"Non-Ortho PCBs","PCB 169",0.00795738879317571,0.00847330828458077,4.89476066124562e-05,100
"216",12,"Non-Dioxin-like PCBs","PCB 194",0,-0.000315429532814393,1.88627552046062e-05,78
"217",13,"Non-Dioxin-like PCBs","PCB 74",0.00033488198690576,0.000181262172081234,1.30532765487184e-05,78
"218",13,"Non-Dioxin-like PCBs","PCB 99",0.00188491755332414,0.00107928128646878,7.23523731326087e-05,78
"219",13,"mPFD","PCB 118",0.00516148434778079,0.0046415597899494,6.55826534929737e-05,100
"220",13,"Non-Dioxin-like PCBs","PCB 138",-0.00660221958850535,-0.00374168484864306,0.000253852135683863,78
"221",13,"Non-Dioxin-like PCBs","PCB 153",0.0158481440470826,0.00890153338642284,0.000610580118202365,78
"222",13,"Non-Dioxin-like PCBs","PCB 170",0.00537155348885401,0.00303441586840586,0.00020668522545227,78
"223",13,"Non-Dioxin-like PCBs","PCB 180",-0.0126611484838591,-0.00707348179008405,0.000488504606554016,78
"224",13,"Non-Dioxin-like PCBs","PCB 187",-0.00169322460237307,-0.000917533377483401,6.59315886681054e-05,78
"225",13,"mPFD","1,2,3,6,7,8-hxcdd",-0.0061404117796678,-0.00525040054209483,9.20177675697431e-05,100
"226",13,"mPFD","1,2,3,4,6,7,8-hpcdd",0.0036677560308256,0.00303660696260474,6.32132075376679e-05,100
"227",13,"mPFD","1,2,3,4,6,7,8,9-ocdd",-0.0118464507093906,-0.00994166257707232,0.000192940146059443,100
"228",13,"mPFD","2,3,4,7,8-pncdf",0.0160830566061233,0.0135229931658582,0.000259385431478736,100
"229",13,"mPFD","1,2,3,4,7,8-hxcdf",0.00501944169631928,0.00408789296657312,8.98083006429469e-05,100
"230",13,"mPFD","1,2,3,6,7,8-hxcdf",-0.00837431917732955,-0.00705401224384174,0.000134115568554311,100
"231",13,"mPFD","1,2,3,4,6,7,8-hxcdf",0.00968576211936477,0.00822580870517488,0.000149502519370788,100
"232",13,"Non-Ortho PCBs","PCB 126",0.0121881110660752,0.0119720728355396,2.48776838849193e-05,100
"233",13,"Non-Ortho PCBs","PCB 169",0.00896080969191382,0.00847330828458077,4.89476066124562e-05,100
"234",13,"Non-Dioxin-like PCBs","PCB 194",-0.000486229910879615,-0.000315429532814393,1.88627552046062e-05,78
"235",14,"Non-Dioxin-like PCBs","PCB 74",0.000243115528072606,0.000181262172081234,1.30532765487184e-05,78
"236",14,"Non-Dioxin-like PCBs","PCB 99",0.00147645217598562,0.00107928128646878,7.23523731326087e-05,78
"237",14,"mPFD","PCB 118",0.00498773506385709,0.0046415597899494,6.55826534929737e-05,100
"238",14,"Non-Dioxin-like PCBs","PCB 138",-0.00510847004724714,-0.00374168484864306,0.000253852135683863,78
"239",14,"Non-Dioxin-like PCBs","PCB 153",0.0121158576788589,0.00890153338642284,0.000610580118202365,78
"240",14,"Non-Dioxin-like PCBs","PCB 170",0.00413774461810692,0.00303441586840586,0.00020668522545227,78
"241",14,"Non-Dioxin-like PCBs","PCB 180",-0.00960636342237447,-0.00707348179008405,0.000488504606554016,78
